"SN","TN","ti","Hand","Block","CN"
10,88,195,-0.411081267,"NoFB",4
10,89,285,9.746748213,"NoFB",4
10,90,30,-2.732583908,"NoFB",4
10,91,270,-3.413598275,"NoFB",4
10,92,225,-4.166504886,"NoFB",4
10,93,240,2.411918634,"NoFB",4
10,94,210,-12.05474677,"NoFB",4
10,95,330,7.067899562,"NoFB",4
10,96,180,13.0430767,"NoFB",4
10,97,255,-9.491901028,"FB",5
10,98,225,-3.718993973,"FB",5
10,99,135,8.332560096,"FB",5
10,100,330,6.518609317,"FB",5
10,101,15,5.059424531,"FB",5
10,102,105,0.588331907,"FB",5
10,103,315,7.313488628,"FB",5
10,104,195,-1.783675936,"FB",5
10,105,0,0.406346233,"FB",5
10,106,270,5.906141114,"FB",5
10,107,180,3.40391704,"FB",5
10,108,120,0.059690104,"FB",5
10,109,300,2.028065622,"FB",5
10,110,75,0.579226872,"FB",5
10,111,345,-1.840118715,"FB",5
10,112,45,-3.349367651,"FB",5
10,113,150,1.232350661,"FB",5
10,114,285,11.36187551,"FB",5
10,115,210,4.159694546,"FB",5
10,116,90,2.281493769,"FB",5
10,117,240,-6.913735265,"FB",5
10,118,30,-5.637546985,"FB",5
10,119,165,8.45703206,"FB",5
10,120,60,-4.067717854,"FB",5
10,121,315,-1.428130804,"FB",6
10,122,285,4.230672376,"FB",6
10,123,255,-6.948699084,"FB",6
10,124,195,-13.84848111,"FB",6
10,125,225,2.340486661,"FB",6
10,126,45,-0.975746187,"FB",6
10,127,75,2.067391603,"FB",6
10,128,270,-1.803995116,"FB",6
10,129,120,4.301940939,"FB",6
10,130,300,-2.799364029,"FB",6
10,131,210,10.60129465,"FB",6
10,132,180,5.650450634,"FB",6
10,133,150,0.175393644,"FB",6
10,134,60,-4.128547074,"FB",6
10,135,345,4.695153531,"FB",6
10,136,90,6.31698568,"FB",6
10,137,330,2.261820372,"FB",6
10,138,15,7.249023657,"FB",6
10,139,105,7.876871805,"FB",6
10,140,135,-1.07e-14,"FB",6
10,141,165,0.296448176,"FB",6
10,142,0,-0.236758072,"FB",6
10,143,30,-6.124719146,"FB",6
10,144,240,2.828208332,"FB",6
10,145,60,0.079133975,"FB",7
10,146,30,-1.833930821,"FB",7
10,147,270,0.22826883,"FB",7
10,148,345,11.04766342,"FB",7
10,149,255,2.537150565,"FB",7
10,150,15,1.308231335,"FB",7
10,151,0,-0.419741791,"FB",7
10,152,150,-4.643973751,"FB",7
10,153,315,1.254451623,"FB",7
10,154,105,5.49259477,"FB",7
10,155,300,-2.204860375,"FB",7
10,156,195,-6.391113976,"FB",7
10,157,45,2.916031425,"FB",7
10,158,180,-1.377037194,"FB",7
10,159,90,1.239974766,"FB",7
10,160,165,-4.061487658,"FB",7
10,161,330,-10.03025927,"FB",7
10,162,285,1.001022854,"FB",7
10,163,75,-10.12092565,"FB",7
10,164,240,-0.2916961,"FB",7
10,165,120,2.454104376,"FB",7
10,166,210,7.164474894,"FB",7
10,167,135,-3.603288637,"FB",7
10,168,225,-8.691307536,"FB",7
10,169,30,-1.752866848,"FB",8
10,170,15,3.434948823,"FB",8
10,171,60,0.407703641,"FB",8
10,172,300,5.03164383,"FB",8
10,173,120,2.209120799,"FB",8
10,174,285,-0.352624728,"FB",8
10,175,45,-5.194428908,"FB",8
10,176,255,-8.135697257,"FB",8
10,177,240,-3.301062391,"FB",8
10,178,105,2.696122749,"FB",8
10,179,345,-7.166345822,"FB",8
10,180,180,4.624151328,"FB",8
10,181,150,-2.10951937,"FB",8
10,182,135,0.993468856,"FB",8
10,183,315,-7.362592511,"FB",8
10,184,0,-1.783721154,"FB",8
10,185,165,2.397230482,"FB",8
10,186,90,6.477459762,"FB",8
10,187,270,4.497151615,"FB",8
10,188,75,-0.340890764,"FB",8
10,189,330,-0.843807413,"FB",8
10,190,210,-7.226784386,"FB",8
10,191,225,3.308213534,"FB",8
10,192,195,-5.644506343,"FB",8
11,1,210,-5.088926639,"NoFB",1
11,2,120,13.20577917,"NoFB",1
11,3,30,-8.198590514,"NoFB",1
11,4,240,-8.233825177,"NoFB",1
11,5,0,0,"NoFB",1
11,6,180,9.564392966,"NoFB",1
11,7,225,-7.60486928,"NoFB",1
11,8,300,8.443053502,"NoFB",1
11,9,195,-1.537738764,"NoFB",1
11,10,255,-14.1342922,"NoFB",1
11,11,75,-5.963922857,"NoFB",1
11,12,315,5.293442253,"NoFB",1
11,13,270,0.220367296,"NoFB",1
11,14,90,4.813550894,"NoFB",1
11,15,15,-3.774202237,"NoFB",1
11,16,135,12.49433372,"NoFB",1
11,17,165,0.483300041,"NoFB",1
11,18,285,4.221569138,"NoFB",1
11,19,150,6.383635165,"NoFB",1
11,20,60,-9.369317242,"NoFB",1
11,21,345,7.199812116,"NoFB",1
11,22,330,-0.869520138,"NoFB",1
11,23,45,-10.90502205,"NoFB",1
11,24,105,8.334041277,"NoFB",1
11,25,135,19.48612957,"NoFB",2
11,26,30,-5.55604522,"NoFB",2
11,27,300,14.71635984,"NoFB",2
11,28,330,-1.224021099,"NoFB",2
11,29,120,19.22223021,"NoFB",2
11,30,75,-19.97477282,"NoFB",2
11,31,240,-8.941012276,"NoFB",2
11,32,285,7.774969549,"NoFB",2
11,33,60,-16.69464707,"NoFB",2
11,34,105,17.113001,"NoFB",2
11,35,0,2.533558888,"NoFB",2
11,36,210,0.579226872,"NoFB",2
11,37,165,10.27369671,"NoFB",2
11,38,345,-7.109448344,"NoFB",2
11,39,315,3.157000085,"NoFB",2
11,40,45,-12.780528,"NoFB",2
11,41,90,1.870218096,"NoFB",2
11,42,180,12.71751276,"NoFB",2
11,43,255,-12.8178407,"NoFB",2
11,44,15,5.68765857,"NoFB",2
11,45,225,-8.433519356,"NoFB",2
11,46,270,-6.952957468,"NoFB",2
11,47,195,3.169077044,"NoFB",2
11,48,150,8.064617774,"NoFB",2
11,49,75,-18.14699583,"NoFB",3
11,50,120,15.29997516,"NoFB",3
11,51,315,5.138118577,"NoFB",3
11,52,345,5.134193057,"NoFB",3
11,53,30,-11.9588304,"NoFB",3
11,54,330,-7.818273891,"NoFB",3
11,55,210,-3.304136768,"NoFB",3
11,56,165,12.51044708,"NoFB",3
11,57,135,15.23111545,"NoFB",3
11,58,0,-8.471144633,"NoFB",3
11,59,90,2.67997394,"NoFB",3
11,60,45,-20.32313683,"NoFB",3
11,61,225,-5.013113755,"NoFB",3
11,62,255,-20.1469198,"NoFB",3
11,63,60,-21.46227064,"NoFB",3
11,64,15,-4.122035746,"NoFB",3
11,65,150,17.35784767,"NoFB",3
11,66,195,6.1895785,"NoFB",3
11,67,270,-1.224082522,"NoFB",3
11,68,300,2.503988956,"NoFB",3
11,69,240,-10.33314163,"NoFB",3
11,70,105,9.095920917,"NoFB",3
11,71,285,10.96406854,"NoFB",3
11,72,180,7.016501745,"NoFB",3
11,73,15,-3.729284344,"NoFB",4
11,74,0,-1.709814044,"NoFB",4
11,75,255,-8.675602634,"NoFB",4
11,76,150,19.30348926,"NoFB",4
11,77,330,-9.74972727,"NoFB",4
11,78,120,18.48327147,"NoFB",4
11,79,300,11.8675348,"NoFB",4
11,80,345,2.673570576,"NoFB",4
11,81,90,-5.58986896,"NoFB",4
11,82,210,0.465544919,"NoFB",4
11,83,240,-16.43209618,"NoFB",4
11,84,105,9.775140569,"NoFB",4
11,85,225,-9.439265558,"NoFB",4
11,86,30,-11.0223469,"NoFB",4
11,87,45,-21.7442851,"NoFB",4
11,88,285,13.04015298,"NoFB",4
11,89,135,21.30724201,"NoFB",4
11,90,75,-24.35537779,"NoFB",4
11,91,195,6.964955511,"NoFB",4
11,92,165,14.79754226,"NoFB",4
11,93,180,0.22468818,"NoFB",4
11,94,270,-2.873438498,"NoFB",4
11,95,60,-16.82620329,"NoFB",4
11,96,315,6.745579647,"NoFB",4
11,97,150,7.605385348,"FB",5
11,98,300,-0.177726882,"FB",5
11,99,225,-4.398705355,"FB",5
11,100,60,-15.55356519,"FB",5
11,101,30,-2.634461077,"FB",5
11,102,135,7.474251268,"FB",5
11,103,15,-1.948334658,"FB",5
11,104,345,-3.526329574,"FB",5
11,105,90,-2.96823403,"FB",5
11,106,255,-9.643900466,"FB",5
11,107,285,8.758680925,"FB",5
11,108,0,0.406346233,"FB",5
11,109,105,7.067899562,"FB",5
11,110,330,1.529529744,"FB",5
11,111,195,3.949787927,"FB",5
11,112,210,-1.541562977,"FB",5
11,113,75,-15.21132239,"FB",5
11,114,315,9.280045688,"FB",5
11,115,270,5.541204778,"FB",5
11,116,180,4.592212011,"FB",5
11,117,45,-14.10680474,"FB",5
11,118,165,5.124403927,"FB",5
11,119,120,-0.426809309,"FB",5
11,120,240,-4.97396291,"FB",5
11,121,0,0.558965481,"FB",6
11,122,30,-2.878696596,"FB",6
11,123,240,-6.177165931,"FB",6
11,124,45,-5.892227617,"FB",6
11,125,285,11.0875974,"FB",6
11,126,300,-0.352767998,"FB",6
11,127,195,4.28034165,"FB",6
11,128,255,-6.801409486,"FB",6
11,129,225,-3.032702616,"FB",6
11,130,345,0.068582822,"FB",6
11,131,330,-3.140220879,"FB",6
11,132,180,2.078370245,"FB",6
11,133,270,-4.613870897,"FB",6
11,134,90,0.491797188,"FB",6
11,135,135,8.84181456,"FB",6
11,136,150,2.261820372,"FB",6
11,137,210,-0.422161319,"FB",6
11,138,120,7.780979175,"FB",6
11,139,315,5.22702036,"FB",6
11,140,105,8.962488975,"FB",6
11,141,60,-19.31062582,"FB",6
11,142,15,6.96056402,"FB",6
11,143,165,1.022642205,"FB",6
11,144,75,-4.212671817,"FB",6
11,145,300,4.176988774,"FB",7
11,146,195,2.42225011,"FB",7
11,147,240,-7.718331192,"FB",7
11,148,330,-0.453951277,"FB",7
11,149,0,2.632434869,"FB",7
11,150,105,8.111734927,"FB",7
11,151,270,2.905921,"FB",7
11,152,285,3.766134611,"FB",7
11,153,135,4.449208453,"FB",7
11,154,180,-0.249110515,"FB",7
11,155,15,-3.46070214,"FB",7
11,156,210,-1.176193362,"FB",7
11,157,255,-2.585485507,"FB",7
11,158,30,-1.565132121,"FB",7
11,159,165,-4.365817539,"FB",7
11,160,345,5.46676721,"FB",7
11,161,45,-13.59739076,"FB",7
11,162,315,2.898576799,"FB",7
11,163,60,-4.278903727,"FB",7
11,164,225,3.967918138,"FB",7
11,165,90,1.997879856,"FB",7
11,166,120,-2.060114042,"FB",7
11,167,150,-3.939993005,"FB",7
11,168,75,-2.241459399,"FB",7
11,169,105,3.51715218,"FB",8
11,170,135,-0.693619619,"FB",8
11,171,150,-4.661089457,"FB",8
11,172,165,2.427554996,"FB",8
11,173,0,6.203447902,"FB",8
11,174,195,1.424258031,"FB",8
11,175,225,-0.437363868,"FB",8
11,176,300,-1.053135111,"FB",8
11,177,45,-0.289370163,"FB",8
11,178,210,2.735226272,"FB",8
11,179,180,1.855085253,"FB",8
11,180,240,-8.227840034,"FB",8
11,181,255,-3.741340445,"FB",8
11,182,30,-2.762042755,"FB",8
11,183,270,2.32153059,"FB",8
11,184,120,7.405356631,"FB",8
11,185,15,7.193504508,"FB",8
11,186,330,-12.59739053,"FB",8
11,187,285,8.051300916,"FB",8
11,188,75,-5.897765499,"FB",8
11,189,345,6.493182468,"FB",8
11,190,60,-7.718331192,"FB",8
11,191,315,-2.609529949,"FB",8
11,192,90,1.580172473,"FB",8
12,1,300,20.09211512,"NoFB",1
12,2,270,0.984366703,"NoFB",1
12,3,75,3.070677823,"NoFB",1
12,4,105,9.060497397,"NoFB",1
12,5,240,-2.686936541,"NoFB",1
12,6,285,2.515844039,"NoFB",1
12,7,135,7.444471304,"NoFB",1
12,8,60,2.045029311,"NoFB",1
12,9,120,14.45778484,"NoFB",1
12,10,45,6.902221181,"NoFB",1
12,11,165,-0.05805747,"NoFB",1
12,12,150,9.280330914,"NoFB",1
12,13,345,10.99049846,"NoFB",1
12,14,0,7.236922026,"NoFB",1
12,15,30,9.951640322,"NoFB",1
12,16,315,19.1671234,"NoFB",1
12,17,90,13.40258326,"NoFB",1
12,18,210,3.126150898,"NoFB",1
12,19,180,-1.714930196,"NoFB",1
12,20,195,2.3762151,"NoFB",1
12,21,330,2.549002229,"NoFB",1
12,22,15,-7.782620841,"NoFB",1
12,23,255,4.072397844,"NoFB",1
12,24,225,-1.517414125,"NoFB",1
12,25,165,2.721234629,"NoFB",2
12,26,315,12.0241088,"NoFB",2
12,27,210,-5.586668295,"NoFB",2
12,28,105,19.33806002,"NoFB",2
12,29,0,4.051683838,"NoFB",2
12,30,45,2.147585428,"NoFB",2
12,31,285,8.561545348,"NoFB",2
12,32,60,2.77314582,"NoFB",2
12,33,345,0.564025021,"NoFB",2
12,34,120,23.61564818,"NoFB",2
12,35,330,16.48895313,"NoFB",2
12,36,135,12.33488886,"NoFB",2
12,37,300,20.58871622,"NoFB",2
12,38,15,11.20299736,"NoFB",2
12,39,90,10.32525822,"NoFB",2
12,40,30,9.91377829,"NoFB",2
12,41,150,11.56505118,"NoFB",2
12,42,180,2.045408489,"NoFB",2
12,43,255,4.085886994,"NoFB",2
12,44,75,7.468976169,"NoFB",2
12,45,270,9.019322431,"NoFB",2
12,46,225,-6.159163029,"NoFB",2
12,47,195,4.171042534,"NoFB",2
12,48,240,-5.207853757,"NoFB",2
12,49,105,14.98817402,"NoFB",3
12,50,315,3.554178236,"NoFB",3
12,51,90,9.39546602,"NoFB",3
12,52,180,0.872457123,"NoFB",3
12,53,330,3.051063247,"NoFB",3
12,54,255,2.38361761,"NoFB",3
12,55,75,5.37360098,"NoFB",3
12,56,0,1.041626676,"NoFB",3
12,57,300,17.63243487,"NoFB",3
12,58,240,-2.095648245,"NoFB",3
12,59,165,3.204147353,"NoFB",3
12,60,135,15.55768602,"NoFB",3
12,61,30,-3.873148918,"NoFB",3
12,62,195,14.10251026,"NoFB",3
12,63,345,13.61726693,"NoFB",3
12,64,120,13.73941611,"NoFB",3
12,65,225,0.82553047,"NoFB",3
12,66,60,-4.286876977,"NoFB",3
12,67,45,3.47778652,"NoFB",3
12,68,15,5.422333025,"NoFB",3
12,69,270,7.662868842,"NoFB",3
12,70,150,10.01689348,"NoFB",3
12,71,210,6.15818544,"NoFB",3
12,72,285,15.50708617,"NoFB",3
12,73,105,4.722277764,"NoFB",4
12,74,240,-4.060908817,"NoFB",4
12,75,135,-0.556252227,"NoFB",4
12,76,315,15.47401269,"NoFB",4
12,77,225,-1.628123843,"NoFB",4
12,78,255,-2.73625444,"NoFB",4
12,79,0,6.959422071,"NoFB",4
12,80,90,5.140797929,"NoFB",4
12,81,15,8.81382356,"NoFB",4
12,82,60,7.868495025,"NoFB",4
12,83,180,-1.684684318,"NoFB",4
12,84,45,10.54475888,"NoFB",4
12,85,165,11.11710144,"NoFB",4
12,86,75,5.845096865,"NoFB",4
12,87,30,6.869897646,"NoFB",4
12,88,300,21.24191435,"NoFB",4
12,89,270,12.64409081,"NoFB",4
12,90,120,8.340792734,"NoFB",4
12,91,330,16.99095466,"NoFB",4
12,92,195,5.679063344,"NoFB",4
12,93,210,1.561811842,"NoFB",4
12,94,150,13.77078832,"NoFB",4
12,95,285,10.96927598,"NoFB",4
12,96,345,9.975924741,"NoFB",4
12,97,195,5.580859328,"FB",5
12,98,120,5.073754493,"FB",5
12,99,300,13.96908181,"FB",5
12,100,210,0.058125479,"FB",5
12,101,30,6.46923439,"FB",5
12,102,0,9.73698827,"FB",5
12,103,180,2.337305859,"FB",5
12,104,285,7.547177668,"FB",5
12,105,315,9.109820677,"FB",5
12,106,255,1.986786721,"FB",5
12,107,90,2.971163262,"FB",5
12,108,135,12.90107275,"FB",5
12,109,75,5.315847896,"FB",5
12,110,330,10.34617594,"FB",5
12,111,150,7.520565603,"FB",5
12,112,345,3.581552922,"FB",5
12,113,165,2.116723487,"FB",5
12,114,225,-4.208984924,"FB",5
12,115,45,-0.870689498,"FB",5
12,116,60,-5.012578425,"FB",5
12,117,15,-6.901605324,"FB",5
12,118,105,14.29617169,"FB",5
12,119,240,-9.61068824,"FB",5
12,120,270,8.993792399,"FB",5
12,121,285,6.801409486,"FB",6
12,122,105,13.62645067,"FB",6
12,123,60,-2.676686543,"FB",6
12,124,45,1.479635771,"FB",6
12,125,30,4.992020199,"FB",6
12,126,135,12.87117904,"FB",6
12,127,195,-2.954367615,"FB",6
12,128,15,9.373436934,"FB",6
12,129,255,-7.030774872,"FB",6
12,130,330,10.54621858,"FB",6
12,131,90,-0.442429658,"FB",6
12,132,165,5.252909861,"FB",6
12,133,225,-5.047214999,"FB",6
12,134,0,10.76575554,"FB",6
12,135,180,-8.335673208,"FB",6
12,136,240,-8.990994043,"FB",6
12,137,300,6.165476834,"FB",6
12,138,345,7.405356631,"FB",6
12,139,120,19.1560566,"FB",6
12,140,75,-0.491985528,"FB",6
12,141,270,5.914946366,"FB",6
12,142,210,2.507524423,"FB",6
12,143,150,4.069193537,"FB",6
12,144,315,3.832946961,"FB",6
12,145,150,14.61342612,"FB",7
12,146,165,7.249963577,"FB",7
12,147,30,2.391393207,"FB",7
12,148,0,6.246315621,"FB",7
12,149,270,5.46909497,"FB",7
12,150,285,2.314391869,"FB",7
12,151,300,2.430208192,"FB",7
12,152,90,5.645876547,"FB",7
12,153,210,-3.970407808,"FB",7
12,154,105,14.11180453,"FB",7
12,155,330,0.488501443,"FB",7
12,156,120,15,"FB",7
12,157,15,3.138082156,"FB",7
12,158,255,-1.776514288,"FB",7
12,159,315,-7.383491796,"FB",7
12,160,60,-7.971603761,"FB",7
12,161,45,5.710593137,"FB",7
12,162,225,-7.706089525,"FB",7
12,163,135,9.740577669,"FB",7
12,164,240,-10.1488839,"FB",7
12,165,180,1.165177238,"FB",7
12,166,195,-12.32002606,"FB",7
12,167,345,4.17375026,"FB",7
12,168,75,0.579226872,"FB",7
12,169,285,-2.092591329,"FB",8
12,170,300,6.771197004,"FB",8
12,171,105,22.43357652,"FB",8
12,172,75,-7.905769658,"FB",8
12,173,315,6.641519138,"FB",8
12,174,330,9.863696572,"FB",8
12,175,270,2.274088769,"FB",8
12,176,15,8.341901319,"FB",8
12,177,0,-0.871351518,"FB",8
12,178,90,17.14761988,"FB",8
12,179,225,-11.30993247,"FB",8
12,180,210,4.00077912,"FB",8
12,181,45,-1.536300129,"FB",8
12,182,345,-9.412088388,"FB",8
12,183,165,7.419627062,"FB",8
12,184,120,23.13010235,"FB",8
12,185,180,-2.566713135,"FB",8
12,186,135,20.46227152,"FB",8
12,187,60,-4.414375078,"FB",8
12,188,240,-13.42633595,"FB",8
12,189,255,-7.637174851,"FB",8
12,190,195,-5.612623177,"FB",8
12,191,30,6.924103665,"FB",8
12,192,150,15.43630741,"FB",8
13,1,150,9.034288159,"NoFB",1
13,2,240,-10.60129465,"NoFB",1
13,3,330,2.363214015,"NoFB",1
13,4,0,9.540381805,"NoFB",1
13,5,30,-1.049004793,"NoFB",1
13,6,210,-3.741340445,"NoFB",1
13,7,255,-10.98923358,"NoFB",1
13,8,90,13.02743224,"NoFB",1
13,9,165,18.41658819,"NoFB",1
13,10,105,19.07719528,"NoFB",1
13,11,120,24.65989308,"NoFB",1
13,12,315,10.85950324,"NoFB",1
13,13,60,-11.2570117,"NoFB",1
13,14,45,-3.239700296,"NoFB",1
13,15,75,-7.047947464,"NoFB",1
13,16,195,4.290046219,"NoFB",1
13,17,285,13.37924309,"NoFB",1
13,18,300,16.30195267,"NoFB",1
13,19,180,3.667788056,"NoFB",1
13,20,15,-3.445424352,"NoFB",1
13,21,270,-5.270670752,"NoFB",1
13,22,225,-26.05021207,"NoFB",1
13,23,345,-13.24973549,"NoFB",1
13,24,135,27.92603397,"NoFB",1
13,25,120,20.9374161,"NoFB",2
13,26,270,-0.528056749,"NoFB",2
13,27,150,24.75818005,"NoFB",2
13,28,90,22.78602677,"NoFB",2
13,29,345,0.606407032,"NoFB",2
13,30,300,9.369317242,"NoFB",2
13,31,135,30.06858282,"NoFB",2
13,32,315,0.3430844,"NoFB",2
13,33,45,2.648805759,"NoFB",2
13,34,60,-12.96120536,"NoFB",2
13,35,15,-2.538244079,"NoFB",2
13,36,165,17.30596672,"NoFB",2
13,37,285,3.180867209,"NoFB",2
13,38,210,-15.89603106,"NoFB",2
13,39,240,-20.83350758,"NoFB",2
13,40,255,-26.60866058,"NoFB",2
13,41,180,3.990913098,"NoFB",2
13,42,75,-1.583221889,"NoFB",2
13,43,225,-34.38034472,"NoFB",2
13,44,30,2.256478642,"NoFB",2
13,45,0,2.174744115,"NoFB",2
13,46,195,-0.819918057,"NoFB",2
13,47,105,47.21318613,"NoFB",2
13,48,330,1.843808552,"NoFB",2
13,49,180,4.116462419,"NoFB",3
13,50,150,13.00917671,"NoFB",3
13,51,90,8.102909295,"NoFB",3
13,52,135,14.07337618,"NoFB",3
13,53,60,-16.40402722,"NoFB",3
13,54,105,17.18801941,"NoFB",3
13,55,15,14.01209982,"NoFB",3
13,56,225,-16.58733856,"NoFB",3
13,57,345,6.839630465,"NoFB",3
13,58,270,4.899092454,"NoFB",3
13,59,0,3.952336582,"NoFB",3
13,60,210,-11.47784306,"NoFB",3
13,61,30,3.178511659,"NoFB",3
13,62,330,8.030403777,"NoFB",3
13,63,300,-1.476881394,"NoFB",3
13,64,120,29.93141718,"NoFB",3
13,65,165,12.64670313,"NoFB",3
13,66,285,7.249023657,"NoFB",3
13,67,240,-35.22485943,"NoFB",3
13,68,315,2.424757044,"NoFB",3
13,69,255,-17.34059321,"NoFB",3
13,70,75,-0.185837262,"NoFB",3
13,71,195,-8.955907838,"NoFB",3
13,72,45,3.772283609,"NoFB",3
13,73,195,-6.93306827,"NoFB",4
13,74,315,7.535063723,"NoFB",4
13,75,15,5.869347795,"NoFB",4
13,76,345,5.125237793,"NoFB",4
13,77,60,7.256962659,"NoFB",4
13,78,330,7.117666327,"NoFB",4
13,79,300,-0.718572939,"NoFB",4
13,80,240,-27.90435176,"NoFB",4
13,81,180,4.281536235,"NoFB",4
13,82,105,44.10988839,"NoFB",4
13,83,120,36.45463362,"NoFB",4
13,84,225,-24.95768326,"NoFB",4
13,85,210,-15.7792297,"NoFB",4
13,86,285,14.83875742,"NoFB",4
13,87,270,-4.16361262,"NoFB",4
13,88,90,9.428776674,"NoFB",4
13,89,75,-18.95501722,"NoFB",4
13,90,165,13.23080869,"NoFB",4
13,91,30,6.801931154,"NoFB",4
13,92,0,4.960410688,"NoFB",4
13,93,255,-24.76613835,"NoFB",4
13,94,135,22.11936282,"NoFB",4
13,95,150,24.57477363,"NoFB",4
13,96,45,3.749064522,"NoFB",4
13,97,300,-3.558965468,"FB",5
13,98,45,2.66664345,"FB",5
13,99,30,5.514509261,"FB",5
13,100,90,10.56101069,"FB",5
13,101,180,4.920616036,"FB",5
13,102,315,5.801586888,"FB",5
13,103,150,8.718434261,"FB",5
13,104,225,-15.49927538,"FB",5
13,105,165,13.10661415,"FB",5
13,106,210,-3.009492934,"FB",5
13,107,0,4.885202568,"FB",5
13,108,270,3.39133942,"FB",5
13,109,255,-12.27993468,"FB",5
13,110,195,4.093492,"FB",5
13,111,60,-9.538708655,"FB",5
13,112,345,14.41536948,"FB",5
13,113,285,13.9797077,"FB",5
13,114,75,-1.849311412,"FB",5
13,115,105,4.942384582,"FB",5
13,116,330,4.217095177,"FB",5
13,117,135,12.14427805,"FB",5
13,118,120,2.43465162,"FB",5
13,119,15,-2.327684064,"FB",5
13,120,240,-17.50770173,"FB",5
13,121,120,12.55295136,"FB",6
13,122,180,5.381547052,"FB",6
13,123,270,-2.56924102,"FB",6
13,124,90,2.706512868,"FB",6
13,125,210,-6.087682448,"FB",6
13,126,75,1.409051552,"FB",6
13,127,0,6.49934628,"FB",6
13,128,330,7.631724973,"FB",6
13,129,300,-2.185706144,"FB",6
13,130,315,-3.270487923,"FB",6
13,131,30,2.781535237,"FB",6
13,132,135,8.074583205,"FB",6
13,133,105,20.48903962,"FB",6
13,134,60,1.491526306,"FB",6
13,135,45,-1.847610266,"FB",6
13,136,345,7.245714304,"FB",6
13,137,150,9.412088388,"FB",6
13,138,225,-21.87620811,"FB",6
13,139,240,-21.50895644,"FB",6
13,140,165,12.20110149,"FB",6
13,141,195,0.037815904,"FB",6
13,142,255,-4.148137458,"FB",6
13,143,15,-16.16913933,"FB",6
13,144,285,6.844914246,"FB",6
13,145,195,-0.397000221,"FB",7
13,146,120,32.32792178,"FB",7
13,147,270,-2.164789153,"FB",7
13,148,210,-7.994146138,"FB",7
13,149,150,11.27047393,"FB",7
13,150,0,0,"FB",7
13,151,345,-0.306138974,"FB",7
13,152,30,-6.194056482,"FB",7
13,153,105,4.757459722,"FB",7
13,154,15,NA,"FB",7
13,155,225,-11.65029944,"FB",7
13,156,300,-4.784278704,"FB",7
13,157,330,6.633780417,"FB",7
13,158,165,5.577219386,"FB",7
13,159,240,-17.30287895,"FB",7
13,160,45,-9.966203812,"FB",7
13,161,60,1.557071376,"FB",7
13,162,315,14.81814725,"FB",7
13,163,255,-6.801409486,"FB",7
13,164,180,1.112399616,"FB",7
13,165,135,25.05761542,"FB",7
13,166,90,13.44861505,"FB",7
13,167,285,7.380135052,"FB",7
13,168,75,-4.03945396,"FB",7
13,169,120,18.9909131,"FB",8
13,170,300,12.89448581,"FB",8
13,171,75,-6.525382402,"FB",8
13,172,60,7.619864948,"FB",8
13,173,210,-12.59729587,"FB",8
13,174,195,-0.963756532,"FB",8
13,175,255,-11.05802212,"FB",8
13,176,180,NA,"FB",8
13,177,225,-14.32624132,"FB",8
13,178,165,-6.630886837,"FB",8
13,179,0,-1.094690592,"FB",8
13,180,345,-4.142268191,"FB",8
13,181,135,15.48850144,"FB",8
13,182,240,-4.936786495,"FB",8
13,183,270,5.818970901,"FB",8
13,184,330,2.241459399,"FB",8
13,185,105,13.23191826,"FB",8
13,186,15,-0.888466458,"FB",8
13,187,315,-7.9304663,"FB",8
13,188,285,0.895268373,"FB",8
13,189,45,-8.972626615,"FB",8
13,190,90,3.814074834,"FB",8
13,191,150,5.224859431,"FB",8
13,192,30,-1.927513064,"FB",8
14,1,135,7.248081657,"NoFB",1
14,2,270,-7.346044835,"NoFB",1
14,3,60,-14.45173176,"NoFB",1
14,4,105,11.26663836,"NoFB",1
14,5,300,17.76132216,"NoFB",1
14,6,255,-12.26056517,"NoFB",1
14,7,285,30.40066326,"NoFB",1
14,8,15,2.525568374,"NoFB",1
14,9,315,21.83983723,"NoFB",1
14,10,90,2.759107659,"NoFB",1
14,11,210,-11.09542416,"NoFB",1
14,12,150,-5.589018082,"NoFB",1
14,13,345,5.625352979,"NoFB",1
14,14,225,-11.23035505,"NoFB",1
14,15,45,-4.57392126,"NoFB",1
14,16,195,-11.04120594,"NoFB",1
14,17,330,5.224859431,"NoFB",1
14,18,180,-0.407792257,"NoFB",1
14,19,75,-3.577475344,"NoFB",1
14,20,0,9.596924418,"NoFB",1
14,21,240,-12.25920941,"NoFB",1
14,22,120,6.784125585,"NoFB",1
14,23,165,-2.795988924,"NoFB",1
14,24,30,3.287527689,"NoFB",1
14,25,150,-0.658762868,"NoFB",2
14,26,75,-3.722143307,"NoFB",2
14,27,240,-20.72446285,"NoFB",2
14,28,120,11.65063235,"NoFB",2
14,29,195,-7.51496105,"NoFB",2
14,30,105,17.45636035,"NoFB",2
14,31,90,-0.974324091,"NoFB",2
14,32,315,29.82708465,"NoFB",2
14,33,30,0.928191186,"NoFB",2
14,34,345,11.7602997,"NoFB",2
14,35,0,10.02206777,"NoFB",2
14,36,45,-4.864514438,"NoFB",2
14,37,285,17.57874659,"NoFB",2
14,38,210,-10.36216695,"NoFB",2
14,39,180,-5.635940698,"NoFB",2
14,40,60,3.060471936,"NoFB",2
14,41,225,-14.81211893,"NoFB",2
14,42,270,10.04658014,"NoFB",2
14,43,330,3.563127087,"NoFB",2
